PROGRAM_ID,ORDER_ID,ITEM_ID,ITEM_PRICE,QUANTITY,CATEGORY,NEW_TO_FILE,COUPON,REASON
"8716","OR17205","UP0667538582035","0","0","","0","FirstAroma",""
"8716","OR17205","UP50884339","0","0","","0","FirstAroma",""
"8716","OR17206","UP719346506045","0","0","","0","",""
"8716","OR17383","UP6085010094182","0","0","","1","FirstAroma",""
"8716","OR17428","Up085715409164","0","0","","0","",""
"8716","OR17449","UP608940562598","0","0","","0","",""
"8716","OR17455","UP3346470116566","0","0","","0","Cut10",""
"8716","OR17455","UP8011003818112","0","0","","0","Cut10",""
"8716","OR17455","UP719346192118","0","0","","0","Cut10",""
"8716","OR17455","GIFT-UP5906735234411","0","0","","0","Cut10",""
"8716","OR17455","UP8011003995967","0","0","","0","Cut10",""
"8716","OR17458","UP8411061828908","0","0","","1","FirstAroma",""
"8716","OR17461","UP3360375010972","0","0","","0","FirstAroma",""
"8716","OR17476","UP3352818718019","0","0","","0","",""
"8716","OR17476","UP3346470258273","0","0","","0","",""
"8716","OR17487","UP3351500920068","0","0","","0","",""
"8716","OR17487","UP5045417921147","0","0","","0","",""
"8716","OR17487","Up783320446504","0","0","","0","",""
"8716","OR17487","UP3348901016285","0","0","","0","",""
"8716","OR17487","UP5045252667309","0","0","","0","",""
"8716","OR17487","Up719346180757","0","0","","0","",""
"8716","OR17493","Up6085010044965","0","0","","0","FirstAroma",""
"8716","OR17493","UP6085010094977","0","0","","0","FirstAroma",""
"8716","OR17525","Up3614220545660","0","0","","0","FirstAroma",""
"8716","OR17549","UP8011003799862","0","0","","0","FirstAroma",""
"8716","OR17566","UP3386460035620","0","0","","0","FirstAroma",""
"8716","OR17599","up5060103310029","0","0","","0","FirstAroma",""
"8716","OR17599","Up6085010044712","0","0","","0","FirstAroma",""
"8716","OR17599","UP085715163134","0","0","","0","FirstAroma",""
"8716","OR17607","UP4514254535585","0","0","","1","FirstAroma",""
"8716","OR17620","UP8435137717132","0","0","","0","FirstAroma",""
"8716","OR17621","UP838184007368","0","0","","0","",""
"8716","OR17656","UP3360377002968","0","0","","0","SummerSale",""
"8716","OR17656","UP819029011719","0","0","","0","SummerSale",""
"8716","OR17669","UP8435137717132","0","0","","0","SummerSale",""
"8716","OR17673","Up8011003813858","0","0","","0","SummerSale",""
"8716","OR17688","UP701666312055","0","0","","1","SummerSale",""
"8716","OR17688","UP3508441106321","0","0","","1","SummerSale",""
"8716","OR17708","up1111101106","0","0","","0","FirstAroma",""
"8716","OR17708","UP783320971525","0","0","","0","FirstAroma",""
"8716","OR17732","Up3348901300049","0","0","","0","FirstAroma",""
"8716","OR17733","UP608940566886","0","0","","1","FirstAroma",""
"8716","OR17735","UP3349666007921","0","0","","0","SummerSale",""
"8716","OR17735","UP3607346197233","0","0","","0","SummerSale",""
"8716","OR17735","Up3607340427541","0","0","","0","SummerSale",""
"8716","OR17735","UP737052232195","0","0","","0","SummerSale",""
"8716","OR17735","UP737052130934","0","0","","0","SummerSale",""
"8716","OR17735","UP088300100514","0","0","","0","SummerSale",""
"8716","OR17735","UP663350096385","0","0","","0","SummerSale",""
"8716","OR17735","UP098691610103","0","0","","0","SummerSale",""
"8716","OR18295","UP3274872300835","0","0","","0","FirstAroma",""
"8716","OR18307","UP3605533286555","0","0","","1","FirstAroma",""
"8716","OR18320","up5060103310029","0","0","","1","Welcome",""
"8716","OR18321","UP11156","0","0","","0","FirstAroma",""
"8716","OR18331","up5060103310029","0","0","","1","FirstAroma",""
"8716","OR18333","UP752084301763","0","0","","1","FirstAroma",""
"8716","OR18338","UP3607342107977","0","0","","1","",""
"8716","OR18339","Up6085010044965","0","0","","1","FirstAroma",""
"8716","OR18339","Up6294015101331","0","0","","1","FirstAroma",""
"8716","OR18339","UP6085010093710","0","0","","1","FirstAroma",""
"8716","OR18340","UP8427395980250","0","0","","0","FirstAroma",""
"8716","OR18355","UP8011530902254","0","0","","1","FirstAroma",""
"8716","OR18361","Up6085010044965","0","0","","0","",""
"8716","OR18372","UP3346138900087","0","0","","1","FirstAroma",""
"8716","OR18374","UP3386460037266","0","0","","0","FirstAroma",""
"8716","OR18384","UP854338904598","0","0","","1","FirstAroma",""
"8716","OR18387","UP3360374000059","0","0","","0","",""
"8716","OR18399","UP022548299449","0","0","","0","SummerSale",""
"8716","OR18399","up1922022","0","0","","0","SummerSale",""
"8716","OR18399","UP8011003996766","0","0","","0","SummerSale",""
"8716","OR18399","UP8427395980250","0","0","","0","SummerSale",""
"8716","OR18409","UP614514204023","0","0","","0","FirstAroma",""
"8716","OR18446","UP608940557693","0","0","","1","FirstAroma",""
"8716","OR18465","up1111101081","0","0","","0","",""
"8716","OR18474","UP737052074306","0","0","","1","FirstAroma",""
"8716","OR18475","UP3349666010518","0","0","","1","FirstAroma",""
"8716","OR18480","UP8011003833085","0","0","","1","FirstAroma",""
"8716","OR18494","UP0022548213155","0","0","","1","",""
"8716","OR18494","UP022548293645","0","0","","1","",""
"8716","OR18543","UP3605970219925","0","0","","0","",""
"8716","OR18564","up1111101096","0","0","","0","FirstAroma",""
"8716","OR18564","D819029011474","0","0","","0","FirstAroma",""
"8716","OR18567","Up6085010044965","0","0","","0","FirstAroma",""
"8716","OR18567","UP6085010090030","0","0","","0","FirstAroma",""
"8716","OR18578","UP3508441106321","0","0","","0","Enjoy10",""
"8716","OR18578","GIFT-UP737052355504","0","0","","0","Enjoy10",""
"8716","OR18581","UP6085010090030","0","0","","0","",""
"8716","OR18581","Up6085010044965","0","0","","0","",""
"8716","OR18613","UP31655531908","0","0","","0","FirstAroma",""
"8716","OR18624","UP6085010093987","0","0","","0","FirstAroma",""
"8716","OR18640","Up608940563687","0","0","","0","FirstAroma",""
"8716","OR18653","Up737052079103","0","0","","1","FirstAroma",""
"8716","OR18658","UP3346470303195","0","0","","1","FirstAroma",""
"8716","OR18663","UP5045410636130","0","0","","1","FirstAroma",""
"8716","OR18663","UP022548099131","0","0","","1","FirstAroma",""
"8716","OR18691","UP8435137752720","0","0","","0","",""
"8716","OR18702","UP098691004841","0","0","","0","FirstAroma",""
"8716","OR18723","Up737052263137","0","0","","1","FirstAroma",""
"8716","OR18759","up1111101084","0","0","","0","",""
"8716","OR18759","up1111101112","0","0","","0","",""
"8716","OR19107","UP819029012181","0","0","","1","FirstAroma",""
"8716","OR19122","Up6085010044712","0","0","","1","FirstAroma",""
"8716","OR19132","UP614514204061","0","0","","1","FirstAroma",""
"8716","OR19179","UP3508441106420","0","0","","0","Enjoy10",""
"8716","OR19179","GIFT-UP608940547632","0","0","","0","Enjoy10",""
"8716","OR19197","UP3386460037266","0","0","","1","FirstAroma",""
"8716","OR19204","UP819029013072","0","0","","0","FirstAroma",""
"8716","OR19212","UP022548341056","0","0","","0","FirstAroma",""
"8716","OR19218","UP8435137752720","0","0","","1","FirstAroma",""
