PROGRAM_ID,ORDER_ID,ITEM_ID,ITEM_PRICE,QUANTITY,CATEGORY,NEW_TO_FILE,COUPON,REASON
"8716","OR20469","UP608940570951","0","0","","1","FirstAroma",""
"8716","OR20469","Up8011003813865","0","0","","1","FirstAroma",""
"8716","OR20491","Up888874002760","0","0","","0","10joy",""
"8716","OR20494","UP701666312055","0","0","","0","FirstAroma",""
"8716","OR20494","Up873824001184","0","0","","0","FirstAroma",""
"8716","OR20494","UP737052079080","0","0","","0","FirstAroma",""
"8716","OR20506","UP3386460028394","0","0","","0","",""
"8716","OR20506","UP737052892412","0","0","","0","",""
"8716","OR20506","UP8011003825745","0","0","","0","",""
"8716","OR20540","UP8427395980250","0","0","","0","FirstAroma",""
"8716","OR20554","UP8427395980250","0","0","","0","FirstAroma",""
"8716","OR20557","UP737052892436","0","0","","0","FirstAroma",""
"8716","OR20559","UP737052413174","0","0","","1","FirstAroma",""
"8716","OR20568","UP5901832064497","0","0","","1","",""
"8716","OR20568","UP5906735231335","0","0","","1","",""
"8716","OR20588","Up888066001052","0","0","","0","10joy",""
"8716","OR20588","UP616919115737","0","0","","0","10joy",""
"8716","OR20588","Up6085010044712","0","0","","0","10joy",""
"8716","OR20601","UP3508441106420","0","0","","1","10joy",""
"8716","OR20619","UP614514204023","0","0","","1","FirstAroma",""
"8716","OR20623","UP614514204023","0","0","","0","FirstAroma",""
"8716","OR20623","CRDMBNDLE","0","0","","0","FirstAroma",""
"8716","OR20641","UP783320971563","0","0","","1","FirstAroma",""
"8716","OR20682","UP885643717375","0","0","","1","FirstAroma",""
"8716","OR20691","UP3700066700735","0","0","","1","FirstAroma",""
"8716","OR20712","UP3439602800317","0","0","","1","FirstAroma",""
"8716","OR20714","Up5901832063261","0","0","","0","",""
"8716","OR20714","PP8011003826711","0","0","","0","",""
"8716","OR20725","UP737052925127","0","0","","1","FirstAroma",""
"8716","OR20725","UP022548172971","0","0","","1","FirstAroma",""
