PROGRAM_ID,ORDER_ID,ITEM_ID,ITEM_PRICE,QUANTITY,CATEGORY,NEW_TO_FILE,COUPON,REASON
"8716","OR162473","Zong123","0","0","","0","",""
"8716","OR162602","Zong123","0","0","","0","",""
"8716","OR162651","Zong123","0","0","","0","",""
"8716","OR162658","Zong123","0","0","","0","",""
"8716","OR162662","Zong123","0","0","","0","",""
"8716","OR162684","Zong123","0","0","","0","",""
"8716","OR162698","Zong123","0","0","","0","",""
"8716","OR162886","Zong123","0","0","","0","",""
"8716","OR162899","Zong123","0","0","","0","",""
"8716","OR162985","Zhao123","0","0","","0","",""
"8716","OR163195","Zhao1234","0","0","","0","",""
"8716","OR163199","Zhao123","0","0","","0","",""
"8716","OR163199","Zhao1234","0","0","","0","",""
"8716","OR163200","Zhao1234","0","0","","0","",""
"8716","OR163200","Zhao123","0","0","","0","",""
"8716","OR163201","Zhao123","0","0","","0","",""
"8716","OR163201","Zhao1234","0","0","","0","",""
"8716","OR163202","Zhao123","0","0","","0","",""
"8716","OR163202","Zhao1234","0","0","","0","",""
"8716","OR163203","Zhao123","0","0","","0","",""
"8716","OR163203","Zhao1234","0","0","","0","",""
"8716","OR163204","Zhao1234","0","0","","0","",""
"8716","OR163204","Zhao123","0","0","","0","",""
"8716","OR163207","Zhao123","0","0","","0","",""
"8716","OR163215","Zhao123","0","0","","0","",""
"8716","OR163222","Zhao123","0","0","","0","",""
"8716","OR163234","Zong123","0","0","","0","",""
"8716","OR163253","Zhao123","0","0","","0","",""
"8716","OR163255","Zhao123","0","0","","0","",""
"8716","OR163256","Zhao1234","0","0","","0","",""
"8716","OR163257","Zhao123","0","0","","0","",""
"8716","OR163268","Zhao123","0","0","","0","",""
"8716","OR163278","Zong123","0","0","","0","",""
"8716","OR163290","Zong123","0","0","","0","",""
"8716","OR163291","Zong123","0","0","","0","",""
"8716","OR163378","Zhao123","0","0","","0","",""
"8716","OR163379","Zhao123","0","0","","0","",""
"8716","OR163380","Zhao123","0","0","","0","",""
